2200 0.989691 0 0.00725209
2150 0.996904 0 0.00309118
2100 0.99569 0 0.00430105
2050 1 0 0
2000 0.992188 0 0.00550265
1950 1 0 0
1900 0.994048 0 0.00419642
1850 0.997602 0 0.0023952
1800 0.996139 0 0.00385354
1750 1 0 0
